Frame 0: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2180: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2180: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2180: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2180: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2180: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2181: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2181: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2181: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2181: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2181: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2182: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2182: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2182: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2182: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2182: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2183: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2183: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2183: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2183: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2183: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2184: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2184: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2184: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2184: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2184: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2185: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2185: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2185: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2185: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2185: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2186: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2186: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2186: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2186: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2186: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2187: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2187: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2187: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2187: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2187: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2188: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2188: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2188: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2188: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2188: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2189: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2189: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2189: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2189: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2189: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2190: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2190: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2190: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2190: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2190: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2191: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2191: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2191: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2191: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2191: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2192: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2192: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2192: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2192: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2192: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2193: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2193: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2193: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2193: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2193: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2194: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2194: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2194: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2194: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2194: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2195: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2195: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2195: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2195: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2195: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2196: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2196: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2196: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2196: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2196: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2197: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2197: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2197: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2197: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2197: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2198: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2198: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2198: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2198: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2198: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2199: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2199: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2199: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2199: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2199: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2200: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2200: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2200: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2200: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2200: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2201: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2201: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2201: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2201: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2201: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2202: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2202: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2202: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2202: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2202: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2203: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2203: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2203: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2203: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2203: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2204: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2204: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2204: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2204: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2204: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2205: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2205: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2205: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2205: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2205: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2206: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2206: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2206: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2206: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2206: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2207: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2207: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2207: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2207: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2207: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2208: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2208: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2208: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2208: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2208: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2209: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2209: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2209: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2209: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2209: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2210: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2210: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2210: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2210: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2210: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2211: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2211: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2211: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2211: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2211: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2212: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2212: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2212: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2212: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2212: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2213: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2213: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2213: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2213: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2213: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2214: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2214: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2214: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2214: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2214: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2215: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2215: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2215: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2215: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2215: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2216: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2216: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2216: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2216: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2216: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2217: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2217: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2217: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2217: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2217: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2218: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2218: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2218: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2218: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2218: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2219: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2219: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2219: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2219: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2219: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2220: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2220: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2220: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2220: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2220: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2221: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2221: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2221: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2221: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2221: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2222: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2222: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2222: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2222: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2222: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2223: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2223: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2223: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2223: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2223: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2224: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2224: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2224: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2224: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2224: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2225: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2225: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2225: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2225: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2225: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2226: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2226: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2226: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2226: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2226: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2227: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2227: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2227: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2227: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2227: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2228: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2228: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2228: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2228: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2228: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2229: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2229: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2229: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2229: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2229: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2230: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2230: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2230: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2230: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2230: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2231: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2231: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2231: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2231: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2231: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2232: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2232: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2232: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2232: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2232: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2233: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2233: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2233: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2233: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2233: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2234: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2234: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2234: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2234: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2234: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2235: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2235: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2235: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2235: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2235: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2236: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2236: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2236: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2236: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2236: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2237: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2237: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2237: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2237: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2237: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2238: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2238: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2238: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2238: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2238: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2239: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2239: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2239: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2239: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2239: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2240: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2240: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2240: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2240: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2240: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2241: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2241: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2241: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2241: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2241: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2242: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2242: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2242: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2242: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2242: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2243: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2243: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2243: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2243: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2243: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2244: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2244: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2244: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2244: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2244: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2245: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2245: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2245: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2245: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2245: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2246: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2246: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2246: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2246: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2246: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2247: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2247: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2247: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2247: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2247: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2248: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2248: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2248: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2249: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2249: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2249: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2249: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2249: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2250: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2250: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2250: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2250: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2250: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2251: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2251: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2251: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2251: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2251: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2252: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2252: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2252: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2252: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2252: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2253: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2253: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2253: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2253: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2253: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2254: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2254: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2254: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2254: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2254: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2255: ('dog', 'chases', 'cat') → REJECTED (A↔B)
Frame 2255: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2255: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2255: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2255: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2256: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2256: ('fish', 'swims', 'river') → REJECTED (A↔B)
Frame 2256: ('river', 'flows', 'valley') → REJECTED (A↔B)
Frame 2256: ('parent', 'guides', 'child') → REJECTED (A↔B)
Frame 2256: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2257: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2257: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2257: ('bird', 'flies', 'sky') → REJECTED (A↔B)
Frame 2257: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2257: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2258: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2258: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2258: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2258: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2258: ('sun', 'shines', 'earth') → REJECTED (A↔B)
Frame 2259: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2259: ('friend', 'helps', 'friend') → REJECTED (A↔B)
Frame 2259: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
Frame 2259: ('child', 'plays', 'dog') → REJECTED (A↔B)
Frame 2259: ('teacher', 'teaches', 'child') → REJECTED (A↔B)
Frame 2260: ('cloud', 'covers', 'sun') → REJECTED (A↔B)
