Frame 0: PROPOSED ('afraid', 'bored', 'afraid') ↔ ('ängstlich', 'gelangweilt', 'ängstlich') → REJECTED
Frame 6819: PROPOSED ('warm', 'city', 'child') ↔ ('warm', 'Stadt', 'Kind') → REJECTED
Frame 6819: PROPOSED ('calm', 'run', 'lamp') ↔ ('ruhig', 'laufen', 'Lampe') → REJECTED
Frame 6820: PROPOSED ('walk', 'car', 'learn') ↔ ('gehen', 'Auto', 'lernen') → REJECTED
Frame 6820: PROPOSED ('fly', 'safe', 'fast') ↔ ('fliegen', 'sicher', 'schnell') → REJECTED
Frame 6821: PROPOSED ('tree', 'door', 'big') ↔ ('Baum', 'Tür', 'groß') → REJECTED
Frame 6821: PROPOSED ('two', 'happy', 'sleep') ↔ ('zwei', 'glücklich', 'schlafen') → REJECTED
Frame 6822: PROPOSED ('eat', 'across', 'door') ↔ ('essen', 'über', 'Tür') → REJECTED
Frame 6822: PROPOSED ('dog', 'field', 'warm') ↔ ('Hund', 'Feld', 'warm') → REJECTED
Frame 6823: PROPOSED ('slow', 'under', 'around') ↔ ('langsam', 'unter', 'um') → REJECTED
Frame 6823: PROPOSED ('cat', 'around', 'big') ↔ ('Katze', 'um', 'groß') → REJECTED
Frame 6824: PROPOSED ('around', 'spoon', 'child') ↔ ('um', 'Löffel', 'Kind') → REJECTED
Frame 6824: PROPOSED ('many', 'over', 'afraid') ↔ ('viele', 'über', 'ängstlich') → REJECTED
Frame 6825: PROPOSED ('bright', 'all', 'bright') ↔ ('hell', 'alle', 'hell') → REJECTED
Frame 6825: PROPOSED ('safe', 'river', 'fast') ↔ ('sicher', 'Fluss', 'schnell') → REJECTED
Frame 6826: PROPOSED ('happy', 'mountain', 'boat') ↔ ('glücklich', 'Berg', 'Boot') → REJECTED
Frame 6826: PROPOSED ('big', 'tree', 'tree') ↔ ('groß', 'Baum', 'Baum') → REJECTED
Frame 6827: PROPOSED ('mountain', 'house', 'bright') ↔ ('Berg', 'Haus', 'hell') → REJECTED
Frame 6827: PROPOSED ('few', 'all', 'sleep') ↔ ('wenige', 'alle', 'schlafen') → REJECTED
Frame 6828: PROPOSED ('jump', 'river', 'over') ↔ ('springen', 'Fluss', 'über') → REJECTED
Frame 6828: PROPOSED ('jump', 'fast', 'under') ↔ ('springen', 'schnell', 'unter') → REJECTED
Frame 6829: PROPOSED ('run', 'spoon', 'fly') ↔ ('laufen', 'Löffel', 'fliegen') → REJECTED
Frame 6829: PROPOSED ('few', 'river', 'chair') ↔ ('wenige', 'Fluss', 'Stuhl') → REJECTED
Frame 6830: PROPOSED ('calm', 'sleep', 'slow') ↔ ('ruhig', 'schlafen', 'langsam') → REJECTED
Frame 6830: PROPOSED ('cold', 'walk', 'sad') ↔ ('kalt', 'gehen', 'traurig') → REJECTED
Frame 6831: PROPOSED ('near', 'few', 'near') ↔ ('nahe', 'wenige', 'nahe') → REJECTED
Frame 6831: PROPOSED ('teach', 'sad', 'under') ↔ ('lehren', 'traurig', 'unter') → REJECTED
Frame 6832: PROPOSED ('two', 'spoon', 'many') ↔ ('zwei', 'Löffel', 'viele') → REJECTED
Frame 6832: PROPOSED ('bright', 'big', 'sleep') ↔ ('hell', 'groß', 'schlafen') → REJECTED
Frame 6833: PROPOSED ('field', 'field', 'chair') ↔ ('Feld', 'Feld', 'Stuhl') → REJECTED
Frame 6833: PROPOSED ('backpack', 'lamp', 'under') ↔ ('Rucksack', 'Lampe', 'unter') → REJECTED
Frame 6834: PROPOSED ('table', 'dark', 'afraid') ↔ ('Tisch', 'dunkel', 'ängstlich') → REJECTED
Frame 6834: PROPOSED ('teacher', 'big', 'cat') ↔ ('Lehrer', 'groß', 'Katze') → REJECTED
Frame 6835: PROPOSED ('tree', 'table', 'jump') ↔ ('Baum', 'Tisch', 'springen') → REJECTED
Frame 6835: PROPOSED ('none', 'slow', 'learn') ↔ ('keine', 'langsam', 'lernen') → REJECTED
Frame 6836: PROPOSED ('two', 'over', 'some') ↔ ('zwei', 'über', 'einige') → REJECTED
Frame 6836: PROPOSED ('fly', 'one', 'around') ↔ ('fliegen', 'eins', 'um') → REJECTED
Frame 6837: PROPOSED ('jump', 'build', 'under') ↔ ('springen', 'bauen', 'unter') → REJECTED
Frame 6837: PROPOSED ('chair', 'cold', 'big') ↔ ('Stuhl', 'kalt', 'groß') → REJECTED
Frame 6838: PROPOSED ('many', 'small', 'river') ↔ ('viele', 'klein', 'Fluss') → REJECTED
Frame 6838: PROPOSED ('spoon', 'excited', 'car') ↔ ('Löffel', 'aufgeregt', 'Auto') → REJECTED
Frame 6839: PROPOSED ('through', 'bright', 'walk') ↔ ('durch', 'hell', 'gehen') → REJECTED
Frame 6839: PROPOSED ('safe', 'house', 'none') ↔ ('sicher', 'Haus', 'keine') → REJECTED
Frame 6840: PROPOSED ('dog', 'around', 'dark') ↔ ('Hund', 'um', 'dunkel') → REJECTED
Frame 6840: PROPOSED ('sleep', 'under', 'slow') ↔ ('schlafen', 'unter', 'langsam') → REJECTED
Frame 6841: PROPOSED ('tired', 'afraid', 'artist') ↔ ('müde', 'ängstlich', 'Künstler') → REJECTED
Frame 6841: PROPOSED ('small', 'door', 'safe') ↔ ('klein', 'Tür', 'sicher') → REJECTED
Frame 6842: PROPOSED ('safe', 'all', 'teach') ↔ ('sicher', 'alle', 'lehren') → REJECTED
Frame 6842: PROPOSED ('jump', 'excited', 'computer') ↔ ('springen', 'aufgeregt', 'Computer') → REJECTED
Frame 6843: PROPOSED ('backpack', 'fly', 'tree') ↔ ('Rucksack', 'fliegen', 'Baum') → REJECTED
Frame 6843: PROPOSED ('dark', 'boat', 'boat') ↔ ('dunkel', 'Boot', 'Boot') → REJECTED
Frame 6844: PROPOSED ('computer', 'artist', 'many') ↔ ('Computer', 'Künstler', 'viele') → REJECTED
Frame 6844: PROPOSED ('artist', 'computer', 'computer') ↔ ('Künstler', 'Computer', 'Computer') → REJECTED
Frame 6845: PROPOSED ('safe', 'spoon', 'two') ↔ ('sicher', 'Löffel', 'zwei') → REJECTED
Frame 6845: PROPOSED ('learn', 'boat', 'boat') ↔ ('lernen', 'Boot', 'Boot') → REJECTED
Frame 6846: PROPOSED ('tired', 'build', 'under') ↔ ('müde', 'bauen', 'unter') → REJECTED
Frame 6846: PROPOSED ('eat', 'slow', 'learn') ↔ ('essen', 'langsam', 'lernen') → REJECTED
Frame 6847: PROPOSED ('teach', 'many', 'mountain') ↔ ('lehren', 'viele', 'Berg') → REJECTED
Frame 6847: PROPOSED ('beside', 'afraid', 'many') ↔ ('neben', 'ängstlich', 'viele') → REJECTED
Frame 6848: PROPOSED ('learn', 'all', 'cold') ↔ ('lernen', 'alle', 'kalt') → REJECTED
Frame 6848: PROPOSED ('big', 'city', 'walk') ↔ ('groß', 'Stadt', 'gehen') → REJECTED
Frame 6849: PROPOSED ('backpack', 'safe', 'tree') ↔ ('Rucksack', 'sicher', 'Baum') → REJECTED
Frame 6849: PROPOSED ('boat', 'happy', 'spoon') ↔ ('Boot', 'glücklich', 'Löffel') → REJECTED
Frame 6850: PROPOSED ('door', 'learn', 'river') ↔ ('Tür', 'lernen', 'Fluss') → REJECTED
Frame 6850: PROPOSED ('build', 'spoon', 'sleep') ↔ ('bauen', 'Löffel', 'schlafen') → REJECTED
Frame 6851: PROPOSED ('two', 'none', 'one') ↔ ('zwei', 'keine', 'eins') → REJECTED
Frame 6851: PROPOSED ('small', 'jump', 'river') ↔ ('klein', 'springen', 'Fluss') → REJECTED
Frame 6852: PROPOSED ('door', 'cold', 'spoon') ↔ ('Tür', 'kalt', 'Löffel') → REJECTED
Frame 6852: PROPOSED ('bored', 'two', 'tree') ↔ ('gelangweilt', 'zwei', 'Baum') → REJECTED
Frame 6853: PROPOSED ('boat', 'fly', 'slow') ↔ ('Boot', 'fliegen', 'langsam') → REJECTED
Frame 6853: PROPOSED ('many', 'table', 'house') ↔ ('viele', 'Tisch', 'Haus') → REJECTED
Frame 6854: PROPOSED ('teach', 'excited', 'house') ↔ ('lehren', 'aufgeregt', 'Haus') → REJECTED
Frame 6854: PROPOSED ('cold', 'tree', 'tree') ↔ ('kalt', 'Baum', 'Baum') → REJECTED
Frame 6855: PROPOSED ('backpack', 'warm', 'cat') ↔ ('Rucksack', 'warm', 'Katze') → REJECTED
Frame 6855: PROPOSED ('around', 'under', 'few') ↔ ('um', 'unter', 'wenige') → REJECTED
Frame 6856: PROPOSED ('across', 'dark', 'over') ↔ ('über', 'dunkel', 'über') → REJECTED
Frame 6856: PROPOSED ('around', 'backpack', 'small') ↔ ('um', 'Rucksack', 'klein') → REJECTED
Frame 6857: PROPOSED ('across', 'fast', 'jump') ↔ ('über', 'schnell', 'springen') → REJECTED
Frame 6857: PROPOSED ('around', 'small', 'tree') ↔ ('um', 'klein', 'Baum') → REJECTED
Frame 6858: PROPOSED ('angry', 'happy', 'river') ↔ ('wütend', 'glücklich', 'Fluss') → REJECTED
Frame 6858: PROPOSED ('two', 'car', 'door') ↔ ('zwei', 'Auto', 'Tür') → REJECTED
Frame 6859: PROPOSED ('teacher', 'house', 'over') ↔ ('Lehrer', 'Haus', 'über') → REJECTED
Frame 6859: PROPOSED ('afraid', 'calm', 'sad') ↔ ('ängstlich', 'ruhig', 'traurig') → REJECTED
Frame 6860: PROPOSED ('under', 'calm', 'learn') ↔ ('unter', 'ruhig', 'lernen') → REJECTED
Frame 6860: PROPOSED ('one', 'one', 'computer') ↔ ('eins', 'eins', 'Computer') → REJECTED
Frame 6861: PROPOSED ('under', 'swim', 'car') ↔ ('unter', 'schwimmen', 'Auto') → REJECTED
Frame 6861: PROPOSED ('run', 'teach', 'fly') ↔ ('laufen', 'lehren', 'fliegen') → REJECTED
Frame 6862: PROPOSED ('across', 'across', 'two') ↔ ('über', 'über', 'zwei') → REJECTED
Frame 6862: PROPOSED ('over', 'one', 'jump') ↔ ('über', 'eins', 'springen') → REJECTED
Frame 6863: PROPOSED ('field', 'dog', 'jump') ↔ ('Feld', 'Hund', 'springen') → REJECTED
Frame 6863: PROPOSED ('cat', 'boat', 'river') ↔ ('Katze', 'Boot', 'Fluss') → REJECTED
Frame 6864: PROPOSED ('learn', 'door', 'through') ↔ ('lernen', 'Tür', 'durch') → REJECTED
Frame 6864: PROPOSED ('dark', 'field', 'one') ↔ ('dunkel', 'Feld', 'eins') → REJECTED
Frame 6865: PROPOSED ('some', 'river', 'learn') ↔ ('einige', 'Fluss', 'lernen') → REJECTED
Frame 6865: PROPOSED ('none', 'small', 'many') ↔ ('keine', 'klein', 'viele') → REJECTED
Frame 6866: PROPOSED ('dark', 'small', 'none') ↔ ('dunkel', 'klein', 'keine') → REJECTED
Frame 6866: PROPOSED ('through', 'through', 'beside') ↔ ('durch', 'durch', 'neben') → REJECTED
Frame 6867: PROPOSED ('all', 'teach', 'eat') ↔ ('alle', 'lehren', 'essen') → REJECTED
Frame 6867: PROPOSED ('computer', 'warm', 'backpack') ↔ ('Computer', 'warm', 'Rucksack') → REJECTED
Frame 6868: PROPOSED ('some', 'table', 'bright') ↔ ('einige', 'Tisch', 'hell') → REJECTED
Frame 6868: PROPOSED ('spoon', 'teacher', 'sad') ↔ ('Löffel', 'Lehrer', 'traurig') → REJECTED
Frame 6869: PROPOSED ('some', 'fly', 'small') ↔ ('einige', 'fliegen', 'klein') → REJECTED
Frame 6869: PROPOSED ('safe', 'eat', 'tree') ↔ ('sicher', 'essen', 'Baum') → REJECTED
Frame 6870: PROPOSED ('some', 'under', 'door') ↔ ('einige', 'unter', 'Tür') → REJECTED
Frame 6870: PROPOSED ('teacher', 'computer', 'boat') ↔ ('Lehrer', 'Computer', 'Boot') → REJECTED
Frame 6871: PROPOSED ('cat', 'swim', 'fast') ↔ ('Katze', 'schwimmen', 'schnell') → REJECTED
Frame 6871: PROPOSED ('beside', 'lamp', 'river') ↔ ('neben', 'Lampe', 'Fluss') → REJECTED
Frame 6872: PROPOSED ('cat', 'mountain', 'boat') ↔ ('Katze', 'Berg', 'Boot') → REJECTED
Frame 6872: PROPOSED ('backpack', 'slow', 'few') ↔ ('Rucksack', 'langsam', 'wenige') → REJECTED
Frame 6873: PROPOSED ('cat', 'many', 'tired') ↔ ('Katze', 'viele', 'müde') → REJECTED
Frame 6873: PROPOSED ('teacher', 'near', 'river') ↔ ('Lehrer', 'nahe', 'Fluss') → REJECTED
Frame 6874: PROPOSED ('field', 'across', 'teacher') ↔ ('Feld', 'über', 'Lehrer') → REJECTED
Frame 6874: PROPOSED ('safe', 'lamp', 'boat') ↔ ('sicher', 'Lampe', 'Boot') → REJECTED
Frame 6875: PROPOSED ('bright', 'over', 'two') ↔ ('hell', 'über', 'zwei') → REJECTED
Frame 6875: PROPOSED ('sleep', 'bright', 'teacher') ↔ ('schlafen', 'hell', 'Lehrer') → REJECTED
Frame 6876: PROPOSED ('small', 'cold', 'chair') ↔ ('klein', 'kalt', 'Stuhl') → REJECTED
Frame 6876: PROPOSED ('all', 'fast', 'walk') ↔ ('alle', 'schnell', 'gehen') → REJECTED
Frame 6877: PROPOSED ('safe', 'sad', 'table') ↔ ('sicher', 'traurig', 'Tisch') → REJECTED
Frame 6877: PROPOSED ('table', 'few', 'river') ↔ ('Tisch', 'wenige', 'Fluss') → REJECTED
Frame 6878: PROPOSED ('door', 'afraid', 'some') ↔ ('Tür', 'ängstlich', 'einige') → REJECTED
Frame 6878: PROPOSED ('house', 'computer', 'across') ↔ ('Haus', 'Computer', 'über') → REJECTED
Frame 6879: PROPOSED ('through', 'tree', 'dark') ↔ ('durch', 'Baum', 'dunkel') → REJECTED
Frame 6879: PROPOSED ('through', 'under', 'teach') ↔ ('durch', 'unter', 'lehren') → REJECTED
Frame 6880: PROPOSED ('many', 'warm', 'under') ↔ ('viele', 'warm', 'unter') → REJECTED
Frame 6880: PROPOSED ('over', 'angry', 'dark') ↔ ('über', 'wütend', 'dunkel') → REJECTED
Frame 6881: PROPOSED ('chair', 'field', 'door') ↔ ('Stuhl', 'Feld', 'Tür') → REJECTED
Frame 6881: PROPOSED ('few', 'teach', 'backpack') ↔ ('wenige', 'lehren', 'Rucksack') → REJECTED
Frame 6882: PROPOSED ('swim', 'over', 'chair') ↔ ('schwimmen', 'über', 'Stuhl') → REJECTED
Frame 6882: PROPOSED ('small', 'teach', 'tree') ↔ ('klein', 'lehren', 'Baum') → REJECTED
Frame 6883: PROPOSED ('bored', 'few', 'over') ↔ ('gelangweilt', 'wenige', 'über') → REJECTED
Frame 6883: PROPOSED ('backpack', 'some', 'sad') ↔ ('Rucksack', 'einige', 'traurig') → REJECTED
Frame 6884: PROPOSED ('fast', 'car', 'teacher') ↔ ('schnell', 'Auto', 'Lehrer') → REJECTED
Frame 6884: PROPOSED ('small', 'artist', 'boat') ↔ ('klein', 'Künstler', 'Boot') → REJECTED
Frame 6885: PROPOSED ('city', 'city', 'cold') ↔ ('Stadt', 'Stadt', 'kalt') → REJECTED
Frame 6885: PROPOSED ('cold', 'fly', 'sleep') ↔ ('kalt', 'fliegen', 'schlafen') → REJECTED
Frame 6886: PROPOSED ('under', 'child', 'fly') ↔ ('unter', 'Kind', 'fliegen') → REJECTED
Frame 6886: PROPOSED ('build', 'through', 'backpack') ↔ ('bauen', 'durch', 'Rucksack') → REJECTED
Frame 6887: PROPOSED ('beside', 'river', 'near') ↔ ('neben', 'Fluss', 'nahe') → REJECTED
Frame 6887: PROPOSED ('swim', 'slow', 'dog') ↔ ('schwimmen', 'langsam', 'Hund') → REJECTED
Frame 6888: PROPOSED ('mountain', 'sleep', 'swim') ↔ ('Berg', 'schlafen', 'schwimmen') → REJECTED
Frame 6888: PROPOSED ('artist', 'fast', 'boat') ↔ ('Künstler', 'schnell', 'Boot') → REJECTED
Frame 6889: PROPOSED ('calm', 'tired', 'jump') ↔ ('ruhig', 'müde', 'springen') → REJECTED
Frame 6889: PROPOSED ('run', 'small', 'one') ↔ ('laufen', 'klein', 'eins') → REJECTED
Frame 6890: PROPOSED ('jump', 'slow', 'build') ↔ ('springen', 'langsam', 'bauen') → REJECTED
Frame 6890: PROPOSED ('chair', 'door', 'tired') ↔ ('Stuhl', 'Tür', 'müde') → REJECTED
Frame 6891: PROPOSED ('few', 'angry', 'build') ↔ ('wenige', 'wütend', 'bauen') → REJECTED
Frame 6891: PROPOSED ('table', 'big', 'some') ↔ ('Tisch', 'groß', 'einige') → REJECTED
Frame 6892: PROPOSED ('under', 'none', 'bright') ↔ ('unter', 'keine', 'hell') → REJECTED
Frame 6892: PROPOSED ('car', 'field', 'under') ↔ ('Auto', 'Feld', 'unter') → REJECTED
Frame 6893: PROPOSED ('beside', 'bored', 'mountain') ↔ ('neben', 'gelangweilt', 'Berg') → REJECTED
Frame 6893: PROPOSED ('safe', 'all', 'sleep') ↔ ('sicher', 'alle', 'schlafen') → REJECTED
Frame 6894: PROPOSED ('sad', 'cat', 'swim') ↔ ('traurig', 'Katze', 'schwimmen') → REJECTED
Frame 6894: PROPOSED ('some', 'under', 'tired') ↔ ('einige', 'unter', 'müde') → REJECTED
Frame 6895: PROPOSED ('afraid', 'many', 'dog') ↔ ('ängstlich', 'viele', 'Hund') → REJECTED
Frame 6895: PROPOSED ('many', 'artist', 'calm') ↔ ('viele', 'Künstler', 'ruhig') → REJECTED
Frame 6896: PROPOSED ('boat', 'few', 'none') ↔ ('Boot', 'wenige', 'keine') → REJECTED
Frame 6896: PROPOSED ('build', 'through', 'tree') ↔ ('bauen', 'durch', 'Baum') → REJECTED
Frame 6897: PROPOSED ('under', 'one', 'chair') ↔ ('unter', 'eins', 'Stuhl') → REJECTED
Frame 6897: PROPOSED ('around', 'tree', 'warm') ↔ ('um', 'Baum', 'warm') → REJECTED
Frame 6898: PROPOSED ('beside', 'house', 'lamp') ↔ ('neben', 'Haus', 'Lampe') → REJECTED
Frame 6898: PROPOSED ('beside', 'cat', 'happy') ↔ ('neben', 'Katze', 'glücklich') → REJECTED
Frame 6899: PROPOSED ('walk', 'tired', 'spoon') ↔ ('gehen', 'müde', 'Löffel') → REJECTED
Frame 6899: PROPOSED ('walk', 'safe', 'many') ↔ ('gehen', 'sicher', 'viele') → REJECTED
Frame 6900: PROPOSED ('car', 'teach', 'afraid') ↔ ('Auto', 'lehren', 'ängstlich') → REJECTED
Frame 6900: PROPOSED ('none', 'big', 'through') ↔ ('keine', 'groß', 'durch') → REJECTED
Frame 6901: PROPOSED ('dark', 'safe', 'learn') ↔ ('dunkel', 'sicher', 'lernen') → REJECTED
Frame 6901: PROPOSED ('some', 'under', 'through') ↔ ('einige', 'unter', 'durch') → REJECTED
Frame 6902: PROPOSED ('mountain', 'house', 'bored') ↔ ('Berg', 'Haus', 'gelangweilt') → REJECTED
Frame 6902: PROPOSED ('happy', 'excited', 'near') ↔ ('glücklich', 'aufgeregt', 'nahe') → REJECTED
Frame 6903: PROPOSED ('sad', 'lamp', 'chair') ↔ ('traurig', 'Lampe', 'Stuhl') → REJECTED
Frame 6903: PROPOSED ('safe', 'dark', 'river') ↔ ('sicher', 'dunkel', 'Fluss') → REJECTED
Frame 6904: PROPOSED ('child', 'through', 'city') ↔ ('Kind', 'durch', 'Stadt') → REJECTED
Frame 6904: PROPOSED ('few', 'city', 'swim') ↔ ('wenige', 'Stadt', 'schwimmen') → REJECTED
Frame 6905: PROPOSED ('over', 'through', 'run') ↔ ('über', 'durch', 'laufen') → REJECTED
Frame 6905: PROPOSED ('mountain', 'learn', 'one') ↔ ('Berg', 'lernen', 'eins') → REJECTED
Frame 6906: PROPOSED ('many', 'run', 'table') ↔ ('viele', 'laufen', 'Tisch') → REJECTED
Frame 6906: PROPOSED ('excited', 'run', 'through') ↔ ('aufgeregt', 'laufen', 'durch') → REJECTED
Frame 6907: PROPOSED ('lamp', 'child', 'angry') ↔ ('Lampe', 'Kind', 'wütend') → REJECTED
Frame 6907: PROPOSED ('river', 'dark', 'small') ↔ ('Fluss', 'dunkel', 'klein') → REJECTED
Frame 6908: PROPOSED ('over', 'two', 'cold') ↔ ('über', 'zwei', 'kalt') → REJECTED
Frame 6908: PROPOSED ('bright', 'through', 'house') ↔ ('hell', 'durch', 'Haus') → REJECTED
Frame 6909: PROPOSED ('around', 'spoon', 'through') ↔ ('um', 'Löffel', 'durch') → REJECTED
Frame 6909: PROPOSED ('slow', 'excited', 'jump') ↔ ('langsam', 'aufgeregt', 'springen') → REJECTED
Frame 6910: PROPOSED ('door', 'near', 'near') ↔ ('Tür', 'nahe', 'nahe') → REJECTED
Frame 6910: PROPOSED ('table', 'field', 'learn') ↔ ('Tisch', 'Feld', 'lernen') → REJECTED
Frame 6911: PROPOSED ('one', 'one', 'sleep') ↔ ('eins', 'eins', 'schlafen') → REJECTED
Frame 6911: PROPOSED ('lamp', 'calm', 'tree') ↔ ('Lampe', 'ruhig', 'Baum') → REJECTED
Frame 6912: PROPOSED ('all', 'fly', 'walk') ↔ ('alle', 'fliegen', 'gehen') → REJECTED
Frame 6912: PROPOSED ('tree', 'few', 'beside') ↔ ('Baum', 'wenige', 'neben') → REJECTED
Frame 6913: PROPOSED ('table', 'sleep', 'eat') ↔ ('Tisch', 'schlafen', 'essen') → REJECTED
Frame 6913: PROPOSED ('angry', 'mountain', 'computer') ↔ ('wütend', 'Berg', 'Computer') → REJECTED
Frame 6914: PROPOSED ('sad', 'river', 'through') ↔ ('traurig', 'Fluss', 'durch') → REJECTED
Frame 6914: PROPOSED ('under', 'all', 'cold') ↔ ('unter', 'alle', 'kalt') → REJECTED
Frame 6915: PROPOSED ('many', 'tired', 'near') ↔ ('viele', 'müde', 'nahe') → REJECTED
Frame 6915: PROPOSED ('afraid', 'all', 'spoon') ↔ ('ängstlich', 'alle', 'Löffel') → REJECTED
Frame 6916: PROPOSED ('child', 'fly', 'lamp') ↔ ('Kind', 'fliegen', 'Lampe') → ACCEPTED
Frame 6916: PROPOSED ('calm', 'field', 'swim') ↔ ('ruhig', 'Feld', 'schwimmen') → REJECTED
Frame 6917: PROPOSED ('happy', 'cat', 'few') ↔ ('glücklich', 'Katze', 'wenige') → REJECTED
Frame 6917: PROPOSED ('spoon', 'house', 'artist') ↔ ('Löffel', 'Haus', 'Künstler') → REJECTED
Frame 6918: PROPOSED ('fly', 'warm', 'beside') ↔ ('fliegen', 'warm', 'neben') → REJECTED
Frame 6918: PROPOSED ('two', 'two', 'cold') ↔ ('zwei', 'zwei', 'kalt') → REJECTED
Frame 6919: PROPOSED ('river', 'all', 'dark') ↔ ('Fluss', 'alle', 'dunkel') → REJECTED
Frame 6919: PROPOSED ('fly', 'field', 'around') ↔ ('fliegen', 'Feld', 'um') → REJECTED
Frame 6920: PROPOSED ('safe', 'none', 'chair') ↔ ('sicher', 'keine', 'Stuhl') → REJECTED
Frame 6920: PROPOSED ('happy', 'jump', 'under') ↔ ('glücklich', 'springen', 'unter') → REJECTED
Frame 6921: PROPOSED ('river', 'cold', 'under') ↔ ('Fluss', 'kalt', 'unter') → REJECTED
Frame 6921: PROPOSED ('afraid', 'sleep', 'excited') ↔ ('ängstlich', 'schlafen', 'aufgeregt') → REJECTED
Frame 6922: PROPOSED ('small', 'safe', 'child') ↔ ('klein', 'sicher', 'Kind') → REJECTED
Frame 6922: PROPOSED ('learn', 'lamp', 'many') ↔ ('lernen', 'Lampe', 'viele') → REJECTED
Frame 6923: PROPOSED ('city', 'run', 'cat') ↔ ('Stadt', 'laufen', 'Katze') → REJECTED
Frame 6923: PROPOSED ('safe', 'mountain', 'learn') ↔ ('sicher', 'Berg', 'lernen') → REJECTED
Frame 6924: PROPOSED ('many', 'sad', 'teach') ↔ ('viele', 'traurig', 'lehren') → REJECTED
Frame 6924: PROPOSED ('swim', 'teach', 'table') ↔ ('schwimmen', 'lehren', 'Tisch') → REJECTED
Frame 6925: PROPOSED ('sleep', 'artist', 'afraid') ↔ ('schlafen', 'Künstler', 'ängstlich') → REJECTED
Frame 6925: PROPOSED ('river', 'computer', 'walk') ↔ ('Fluss', 'Computer', 'gehen') → REJECTED
Frame 6926: PROPOSED ('field', 'run', 'cold') ↔ ('Feld', 'laufen', 'kalt') → REJECTED
Frame 6926: PROPOSED ('fly', 'calm', 'lamp') ↔ ('fliegen', 'ruhig', 'Lampe') → REJECTED
Frame 6927: PROPOSED ('dog', 'swim', 'dog') ↔ ('Hund', 'schwimmen', 'Hund') → REJECTED
Frame 6927: PROPOSED ('happy', 'big', 'bored') ↔ ('glücklich', 'groß', 'gelangweilt') → REJECTED
Frame 6928: PROPOSED ('under', 'door', 'calm') ↔ ('unter', 'Tür', 'ruhig') → REJECTED
Frame 6928: PROPOSED ('eat', 'boat', 'calm') ↔ ('essen', 'Boot', 'ruhig') → REJECTED
Frame 6929: PROPOSED ('big', 'teacher', 'none') ↔ ('groß', 'Lehrer', 'keine') → REJECTED
Frame 6929: PROPOSED ('bright', 'dog', 'car') ↔ ('hell', 'Hund', 'Auto') → REJECTED
Frame 6930: PROPOSED ('many', 'many', 'big') ↔ ('viele', 'viele', 'groß') → REJECTED
Frame 6930: PROPOSED ('chair', 'river', 'cold') ↔ ('Stuhl', 'Fluss', 'kalt') → REJECTED
Frame 6931: PROPOSED ('teach', 'under', 'boat') ↔ ('lehren', 'unter', 'Boot') → REJECTED
Frame 6931: PROPOSED ('lamp', 'house', 'across') ↔ ('Lampe', 'Haus', 'über') → REJECTED
Frame 6932: PROPOSED ('fast', 'tree', 'dog') ↔ ('schnell', 'Baum', 'Hund') → REJECTED
Frame 6932: PROPOSED ('big', 'car', 'two') ↔ ('groß', 'Auto', 'zwei') → REJECTED
Frame 6933: PROPOSED ('big', 'all', 'around') ↔ ('groß', 'alle', 'um') → REJECTED
Frame 6933: PROPOSED ('mountain', 'one', 'car') ↔ ('Berg', 'eins', 'Auto') → REJECTED
Frame 6934: PROPOSED ('walk', 'river', 'small') ↔ ('gehen', 'Fluss', 'klein') → REJECTED
Frame 6934: PROPOSED ('house', 'teacher', 'eat') ↔ ('Haus', 'Lehrer', 'essen') → REJECTED
Frame 6935: PROPOSED ('cold', 'sad', 'tired') ↔ ('kalt', 'traurig', 'müde') → REJECTED
Frame 6935: PROPOSED ('sad', 'door', 'warm') ↔ ('traurig', 'Tür', 'warm') → REJECTED
Frame 6936: PROPOSED ('artist', 'many', 'jump') ↔ ('Künstler', 'viele', 'springen') → REJECTED
Frame 6936: PROPOSED ('river', 'happy', 'lamp') ↔ ('Fluss', 'glücklich', 'Lampe') → REJECTED
Frame 6937: PROPOSED ('beside', 'bright', 'build') ↔ ('neben', 'hell', 'bauen') → REJECTED
Frame 6937: PROPOSED ('teacher', 'build', 'bored') ↔ ('Lehrer', 'bauen', 'gelangweilt') → REJECTED
Frame 6938: PROPOSED ('beside', 'many', 'run') ↔ ('neben', 'viele', 'laufen') → REJECTED
Frame 6938: PROPOSED ('lamp', 'tired', 'jump') ↔ ('Lampe', 'müde', 'springen') → REJECTED
Frame 6939: PROPOSED ('two', 'spoon', 'over') ↔ ('zwei', 'Löffel', 'über') → REJECTED
Frame 6939: PROPOSED ('door', 'learn', 'slow') ↔ ('Tür', 'lernen', 'langsam') → REJECTED
Frame 6940: PROPOSED ('chair', 'boat', 'jump') ↔ ('Stuhl', 'Boot', 'springen') → REJECTED
Frame 6940: PROPOSED ('river', 'dark', 'slow') ↔ ('Fluss', 'dunkel', 'langsam') → REJECTED
Frame 6941: PROPOSED ('child', 'door', 'teacher') ↔ ('Kind', 'Tür', 'Lehrer') → REJECTED
Frame 6941: PROPOSED ('table', 'some', 'afraid') ↔ ('Tisch', 'einige', 'ängstlich') → REJECTED
Frame 6942: PROPOSED ('few', 'near', 'build') ↔ ('wenige', 'nahe', 'bauen') → REJECTED
Frame 6942: PROPOSED ('fast', 'few', 'cat') ↔ ('schnell', 'wenige', 'Katze') → REJECTED
